system,dataset,train,char_tp,char_fp,char_fn,positive_rows,residual_rows,raw_residual_rows,raw_original_residual_rows,negative_rows,negative_rows_touched,negative_characters,negative_characters_masked,gold,original_gold,hit,hidden,raw_hidden,original_hidden,char_precision,char_recall,char_f1
model:mmbert32k,nym-ru,False,89899,4687,18922,1500,1369,1466,1466,0,0,0,0,9497,9499,8691,6024,3834,3846,0.9504472120609816,0.8261181205833433,0.8839322147222073
model:opf-ru,nym-ru,False,91593,4578,17228,1500,1184,1299,1299,0,0,0,0,9497,9499,8401,7185,6558,6581,0.9523972923230496,0.8416849688938716,0.8936251170777396
model:apararti,nym-ru,False,95188,16787,13633,1500,976,1078,1076,0,0,0,0,9497,9499,8400,7786,7443,7465,0.8500826077249386,0.8747208718905358,0.8622257649595101
model:openmed-multilingual,nym-ru,False,88964,4111,19857,1500,1057,1168,1168,0,0,0,0,9497,9499,8370,7291,6653,6658,0.9558313188289014,0.8175260289833763,0.8812854142726948
model:openai-base,nym-ru,False,95449,19830,13372,1500,944,988,987,0,0,0,0,9497,9499,8326,7823,7688,7707,0.8279825466910712,0.877119306016302,0.851842927264614
model:bardsai-eu,nym-ru,False,91870,9913,16951,1500,1196,1285,1282,0,0,0,0,9497,9499,8177,7047,6530,6541,0.9026065256477015,0.8442304334641292,0.8724430685077206
model:gliner-nvidia,nym-ru,False,92890,6798,15931,1500,910,910,915,0,0,0,0,9497,9499,8154,7804,7803,7788,0.9318072385843833,0.8536036243004567,0.8909927149427602
model:gliner-nvidia-ru,nym-ru,False,91560,4589,17261,1500,971,971,975,0,0,0,0,9497,9499,8008,7667,7667,7657,0.9522719945085232,0.8413817186021081,0.8933990340049762
model:ru-pii-ner,nym-ru,False,87808,6564,21013,1500,833,852,844,0,0,0,0,9497,9499,8005,7920,7865,7884,0.9304454711143135,0.8069030793688718,0.8642817419891434
model:gliner2-fastino-ru,nym-ru,False,87351,4658,21470,1500,1082,1084,1086,0,0,0,0,9497,9499,7801,7377,7375,7365,0.949374517710224,0.8027035222980858,0.8698999153512922
model:opf-kz-ru,nym-ru,False,85268,16572,23553,1500,1122,1175,1175,0,0,0,0,9497,9499,7749,7015,6659,6674,0.837274155538099,0.7835619963058601,0.8095281043952132
model:gliner2-fastino,nym-ru,False,87059,4007,21762,1500,1112,1115,1117,0,0,0,0,9497,9499,7707,7224,7221,7206,0.9559989458195155,0.8000202166861176,0.8710821614212029
model:gliner2-hivetrace-omni-ru,nym-ru,False,86709,4417,22112,1500,1169,1169,1169,0,0,0,0,9497,9499,7698,7101,7101,7089,0.9515286526348133,0.796803925712868,0.8673198397575358
model:ru-legal-ner+cpu-int8,nym-ru,False,85687,12804,23134,1500,1347,1420,1419,0,0,0,0,9497,9499,7636,6094,5022,5025,0.8699982739539653,0.7874123560709789,0.8266477579686655
model:ru-legal-ner+cpu,nym-ru,False,85064,12488,23757,1500,1344,1413,1412,0,0,0,0,9497,9499,7569,6046,4999,5002,0.8719862227324914,0.7816873581385946,0.8243714051741265
model:ru-legal-ner,nym-ru,False,85064,12488,23757,1500,1344,1413,1412,0,0,0,0,9497,9499,7569,6046,4999,5002,0.8719862227324914,0.7816873581385946,0.8243714051741265
model:gliner2-hivetrace-omni,nym-ru,False,85601,3074,23220,1500,1214,1215,1215,0,0,0,0,9497,9499,7558,6916,6915,6898,0.9653340851423738,0.7866220674318376,0.8668631263417994
model:openmed-nemotron,nym-ru,False,77704,23819,31117,1500,1339,1426,1426,0,0,0,0,9497,9499,7406,6057,4839,4842,0.7653832136560188,0.7140533536725449,0.7388278248963602
model:gliner-pii-edge,nym-ru,False,78386,13464,30435,1500,1203,1205,1206,0,0,0,0,9497,9499,7202,6505,6496,6487,0.8534131736526946,0.7203205263689912,0.7812389433450773
model:pii-shield-onnx,nym-ru,False,74971,7340,33850,1500,1331,1392,1391,0,0,0,0,9497,9499,6925,5596,4865,4875,0.9108260135340356,0.6889387158728554,0.7844944854864702
model:traciora,nym-ru,False,77752,14101,31069,1500,1338,1402,1402,0,0,0,0,9497,9499,6771,5751,4912,4921,0.846482967350005,0.7144944450060191,0.7749085581590043
model:opf-ru-v2,nym-ru,False,76083,8770,32738,1500,1355,1394,1394,0,0,0,0,9497,9499,6687,5885,5259,5270,0.8966447856881902,0.6991573317650086,0.7856810929706621
model:kalyan-ettin,nym-ru,False,67590,4926,41231,1500,1400,1471,1470,0,0,0,0,9497,9499,6608,5070,3526,3543,0.9320701638259142,0.6211117339484107,0.7454628674787825
model:gliner2-vladlinv-ru,nym-ru,False,69229,2778,39592,1500,1183,1183,1184,0,0,0,0,9497,9499,6283,6228,6227,6219,0.9614204174594136,0.6361731651059997,0.7656889419780122
model:nuner-zero,nym-ru,False,75977,14178,32844,1500,1250,1389,1389,0,0,0,0,9497,9499,6260,5568,4419,4414,0.8427375076257556,0.698183255070253,0.7636800418140881
model:gliner2-vladlinv,nym-ru,False,68725,2807,40096,1500,1227,1227,1227,0,0,0,0,9497,9499,6222,6149,6148,6141,0.9607588212268635,0.6315417061045203,0.7621165159437326
model:gliner-stream-pii,nym-ru,False,63479,4787,45342,1500,1367,1367,1367,0,0,0,0,9497,9499,6123,5140,5125,5116,0.9298772448949697,0.5833340991168984,0.7169244495643385
model:mmbert32k+cpu-int8,nym-ru,False,54596,4988,54225,1500,1449,1500,1500,0,0,0,0,9497,9499,6060,2583,170,171,0.9162862513426423,0.5017046342158223,0.6483892996051186
model:gliner2-large,nym-ru,False,69869,8934,38952,1500,1307,1307,1308,0,0,0,0,9497,9499,6012,5604,5603,5593,0.8866286816491757,0.6420543828856563,0.7447767876177888
model:gliner-urchade,nym-ru,False,74533,6317,34288,1500,1278,1278,1279,0,0,0,0,9497,9499,5590,5345,5345,5334,0.9218676561533704,0.684913757454903,0.78591877514222
model:fef2-secret-ru,nym-ru,False,60696,8393,48125,1500,1428,1444,1445,0,0,0,0,9497,9499,5523,4562,4266,4266,0.8785190117095341,0.5577599911781733,0.6823225226237987
model:gliner25-fastino-ru,nym-ru,False,61159,2691,47662,1500,1404,1404,1404,0,0,0,0,9497,9499,5450,5237,5236,5227,0.9578543461237274,0.5620146846656435,0.7083876273375378
model:gliner2-hivetrace-uni,nym-ru,False,64122,4342,44699,1500,1336,1336,1336,0,0,0,0,9497,9499,5291,4717,4716,4708,0.9365798083664407,0.5892428851048971,0.7233776123191471
model:gliner-urchade-ru,nym-ru,False,67744,6094,41077,1500,1328,1328,1328,0,0,0,0,9497,9499,5022,4909,4908,4898,0.9174679704217341,0.6225269019766405,0.7417537597380912
model:fef2-secret-ru+cpu-int8,nym-ru,False,54509,6788,54312,1500,1455,1476,1476,0,0,0,0,9497,9499,4954,4070,3764,3765,0.8892604858312805,0.5009051561739003,0.6408375362983342
model:gravitee-small+cpu-int8,nym-ru,False,50270,24233,58551,1500,1417,1445,1445,0,0,0,0,9497,9499,4340,3438,2945,2944,0.6747379300162409,0.46195127778645667,0.5484279199668347
model:stanza-ru,nym-ru,False,38956,15925,69865,1500,1500,1500,1500,0,0,0,0,9497,9499,4332,3173,3165,3162,0.7098267159854958,0.35798237472546657,0.4759379848749557
model:gravitee-small,nym-ru,False,50185,19850,58636,1500,1426,1445,1445,0,0,0,0,9497,9499,4279,3434,3011,3012,0.7165702862854287,0.461170178550096,0.5611777072057968
model:gliner25-fastino,nym-ru,False,51916,1389,56905,1500,1451,1451,1451,0,0,0,0,9497,9499,4241,3975,3975,3968,0.9739424069036676,0.4770770347635107,0.6404401514871149
model:gliner-multi-v21-ru,nym-ru,False,42259,9535,66562,1500,1468,1477,1477,0,0,0,0,9497,9499,4219,3740,3665,3660,0.8159053172182106,0.38833497211016255,0.5262148616256265
model:gliner-multi-v21,nym-ru,False,41803,8566,67018,1500,1447,1449,1449,0,0,0,0,9497,9499,4080,3561,3520,3518,0.829935079116123,0.3841446044421573,0.525196306300647
model:gliner-pii-base,nym-ru,False,45937,3650,62884,1500,1463,1463,1463,0,0,0,0,9497,9499,3772,3334,3334,3327,0.9263919979026761,0.422133595537626,0.5799833341750417
model:ner-ru-yqelz,nym-ru,False,35563,16608,73258,1500,1493,1496,1496,0,0,0,0,9497,9499,3640,2828,2590,2594,0.6816622261409595,0.32680273109050645,0.4417983502285828
model:ner-ru-gherman,nym-ru,False,31247,1756,77574,1500,1500,1500,1500,0,0,0,0,9497,9499,3595,2410,2301,2298,0.9467927158137139,0.2871412686889479,0.4406447427797834
model:gliner2-hivetrace-uni-ru,nym-ru,False,33135,1538,75686,1500,1448,1448,1448,0,0,0,0,9497,9499,3531,3381,3381,3375,0.9556427191186225,0.3044908611389346,0.4618311567034162
model:spacy-ru-lg,nym-ru,False,33633,9661,75188,1500,1498,1498,1498,0,0,0,0,9497,9499,3482,2897,2895,2891,0.7768512957915646,0.3090671837237298,0.44220491075830787
model:ner-ru-gherman+cpu-int8,nym-ru,False,29766,1281,79055,1500,1500,1500,1500,0,0,0,0,9497,9499,3455,2352,2224,2223,0.9587399748767997,0.27353176317071154,0.4256298796007664
model:davlan-xlmr,nym-ru,False,34593,7090,74228,1500,1496,1496,1496,0,0,0,0,9497,9499,3446,2818,2740,2741,0.8299066765827795,0.31788901039321454,0.45969542337745184
model:davlan-mbert,nym-ru,False,32216,6129,76605,1500,1499,1499,1499,0,0,0,0,9497,9499,3410,2703,2639,2643,0.840161689920459,0.2960457999834591,0.43781851786418063
model:spacy-alrosait,nym-ru,False,30325,6000,78496,1500,1483,1483,1483,0,0,0,0,9497,9499,3233,2954,2954,2953,0.8348245010323468,0.27866863932513025,0.4178551251842972
model:davlan-mbert+cpu-int8,nym-ru,False,29869,4353,78952,1500,1500,1500,1500,0,0,0,0,9497,9499,3233,2434,2311,2314,0.8728011220852083,0.274478271657125,0.4176226729025538
model:natasha,nym-ru,False,28972,9116,79849,1500,1500,1500,1500,0,0,0,0,9497,9499,3193,2608,2606,2606,0.7606595253098088,0.2662353773628252,0.3944210361516313
model:davlan-xlmr+cpu-int8,nym-ru,False,20585,2315,88236,1500,1500,1500,1500,0,0,0,0,9497,9499,2463,1699,1205,1205,0.8989082969432315,0.1891638562409829,0.31255456609044874
model:rules-ru,nym-ru,False,36724,1111,72097,1500,1470,1470,1470,0,0,0,0,9497,9499,2004,1978,1922,1924,0.9706356548169685,0.33747162771891454,0.5008182413266419
model:gliner-pii-edge+cpu-int8,nym-ru,False,21154,2346,87667,1500,1476,1476,1476,0,0,0,0,9497,9499,1991,1734,1729,1725,0.9001702127659574,0.19439262642320876,0.31973760778712373
model:gliner-pii-base+cpu-int8,nym-ru,False,9,0,108812,1500,1500,1500,1500,0,0,0,0,9497,9499,1,1,1,1,1.0,8.270462502641954e-05,0.00016539557107415233
model:betterleaks,nym-ru,False,0,0,108821,1500,1500,1500,1500,0,0,0,0,9497,9499,0,0,0,0,0,0.0,0
model:gitleaks,nym-ru,False,0,0,108821,1500,1500,1500,1500,0,0,0,0,9497,9499,0,0,0,0,0,0.0,0
model:gliner-multi-v21+cpu-int8,nym-ru,False,0,0,108821,1500,1500,1500,1500,0,0,0,0,9497,9499,0,0,0,0,0,0.0,0
model:gliner-nvidia+cpu-int8,nym-ru,False,0,0,108821,1500,1500,1500,1500,0,0,0,0,9497,9499,0,0,0,0,0,0.0,0
model:gliner-urchade+cpu-int8,nym-ru,False,0,0,108821,1500,1500,1500,1500,0,0,0,0,9497,9499,0,0,0,0,0,0.0,0
composition:pplx,nym-ru,False,100631,11356,8190,1500,497,522,513,0,0,0,0,9497,9499,9123,8928,8890,8907,0.8985953726771857,0.9247387912259583,0.9114796565341835
composition:fastino,nym-ru,False,87059,4007,21762,1500,1112,1115,1117,0,0,0,0,9497,9499,7707,7224,7221,7206,0.9559989458195155,0.8000202166861176,0.8710821614212029
composition:pplx+fastino,nym-ru,False,106690,13973,2131,1500,349,363,362,0,0,0,0,9497,9499,9473,9120,9099,9107,0.8841981386174718,0.9804173826743,0.9298251729968103
composition:pplx+fastino+mmbert,nym-ru,False,107049,15038,1772,1500,331,356,355,0,0,0,0,9497,9499,9487,9139,9107,9115,0.8768255424410462,0.9837163782725761,0.927200443466662
composition:pplx+fastino+bardsai,nym-ru,False,108013,18133,808,1500,233,256,253,0,0,0,0,9497,9499,9492,9242,9214,9222,0.8562538645696257,0.9925749625531837,0.9193886801125264
composition:pplx+fastino+bardsai+mmbert,nym-ru,False,108123,18954,698,1500,223,251,248,0,0,0,0,9497,9499,9495,9253,9220,9228,0.8508463372600864,0.9935857968590621,0.9166928079085028
"composition:vote2(pplx,opf2,nvidia)",nym-ru,False,98670,6314,10151,1500,807,865,860,0,0,0,0,9497,9499,8770,8264,8131,8140,0.9398575020955574,0.9067183723729795,0.9229905755244264
model:gravitee-small,privy,False,23758,6567,60,970,15,28,21,530,256,135019,2577,1899,1908,1891,1884,1871,1887,0.7834460016488046,0.9974808968007389,0.8776019060635724
model:nym-base,privy,False,22684,50038,1134,970,262,161,159,530,413,135019,15527,1899,1908,1830,1583,1691,1701,0.31192761475206954,0.9523889495339659,0.469939921276155
model:pplx,privy,False,22149,59824,1669,970,141,149,149,530,402,135019,18955,1899,1908,1803,1744,1735,1742,0.2701987239700877,0.9299269460072215,0.4187312720363736
model:openmed-multilingual,privy,True,18000,9758,5818,970,241,251,248,530,313,135019,3962,1899,1908,1578,1562,1549,1562,0.6484617047337704,0.755730959778319,0.6979990693345741
model:gliner-nvidia,privy,False,19459,28132,4359,970,284,321,320,530,437,135019,9914,1899,1908,1569,1496,1452,1460,0.4088798302199996,0.8169871525736838,0.5450013303645198
model:nuner-zero,privy,False,20273,7475,3545,970,328,582,582,530,191,135019,2926,1899,1908,1519,1456,1013,1017,0.7306112152227188,0.8511629859769921,0.7862932940309506
model:gliner2-fastino,privy,False,18252,15880,5566,970,336,340,337,530,272,135019,5651,1899,1908,1518,1471,1462,1472,0.5347474510723075,0.7663111932152153,0.6299223468507333
model:mmbert32k,privy,False,18966,25161,4852,970,516,674,674,530,368,135019,8206,1899,1908,1474,1147,726,734,0.4298048813651506,0.796288521286422,0.5582750754286555
model:gliner2-hivetrace-omni,privy,False,17460,22453,6358,970,331,332,332,530,324,135019,7729,1899,1908,1435,1405,1401,1406,0.4374514569187984,0.7330590309849694,0.5479280099166811
model:apararti,privy,False,18105,44514,5713,970,390,415,415,530,372,135019,14063,1899,1908,1435,1315,1283,1288,0.28912949743688016,0.7601393903770258,0.4189178245427305
model:opf-kz-ru,privy,False,18006,44533,5812,970,407,422,422,530,351,135019,13782,1899,1908,1426,1301,1269,1272,0.2879163402037129,0.755982870098245,0.417013096795859
model:opf-ru,privy,False,15892,48112,7926,970,476,518,518,530,410,135019,15693,1899,1908,1419,1137,1009,1010,0.24829698143866008,0.6672264673776136,0.36191387123955276
model:kalyan-ettin,privy,False,16331,19556,7487,970,562,575,575,530,339,135019,6464,1899,1908,1418,1053,961,967,0.45506729456349093,0.6856579057855403,0.5470563604388241
model:openai-base,privy,False,16489,38680,7329,970,444,452,452,530,283,135019,11713,1899,1908,1307,1212,1180,1184,0.2988816183001323,0.6922915442102612,0.41751174243862915
model:gliner2-large,privy,False,15769,16577,8049,970,424,424,424,530,317,135019,5822,1899,1908,1303,1226,1224,1229,0.48751004761021455,0.6620623058191284,0.5615340787693184
model:gliner-stream-pii,privy,False,15518,2241,8300,970,474,475,474,530,135,135019,1252,1899,1908,1292,1256,1254,1261,0.8738104623008053,0.651524057435553,0.7464704043100753
model:gliner25-fastino,privy,False,14661,8589,9157,970,477,478,477,530,168,135019,3737,1899,1908,1197,1162,1158,1165,0.6305806451612903,0.6155428667394408,0.6229710206509732
model:gliner-urchade,privy,False,14742,22050,9076,970,467,468,468,530,270,135019,7064,1899,1908,1148,1126,1124,1126,0.4006849315068493,0.6189436560584431,0.4864543804652698
model:opf-ru-v2,privy,False,14573,37232,9245,970,588,630,630,530,282,135019,11020,1899,1908,1148,971,854,854,0.28130489335006276,0.6118481820471912,0.38541184560252834
model:traciora,privy,False,13915,35858,9903,970,535,594,594,530,276,135019,10851,1899,1908,1137,946,782,784,0.27956924436943725,0.5842220169619615,0.37817124376622147
model:gliner2-hivetrace-uni,privy,False,12246,23959,11572,970,465,465,465,530,363,135019,8515,1899,1908,1117,1079,1079,1079,0.33824057450628364,0.514148962969183,0.408043583293071
model:gliner-pii-base,privy,False,13568,11762,10250,970,537,538,537,530,245,135019,4165,1899,1908,1107,1093,1089,1095,0.5356494275562574,0.5696532034595684,0.5521282656466183
model:openmed-nemotron,privy,False,14564,26368,9254,970,684,682,681,530,329,135019,8326,1899,1908,1090,799,685,690,0.3558096354930128,0.611470316567302,0.4498532818532819
model:ru-pii-ner,privy,False,11959,14714,11859,970,563,572,572,530,244,135019,4426,1899,1908,1031,936,914,916,0.4483560154463315,0.5020992526660509,0.47370818561723876
model:gliner-pii-edge,privy,False,12531,35051,11287,970,658,659,658,530,381,135019,12038,1899,1908,991,922,920,926,0.26335589088310707,0.526114703165673,0.35100840336134453
model:ru-legal-ner,privy,False,11707,42338,12111,970,739,822,822,530,435,135019,15720,1899,1908,978,668,431,436,0.21661578314367658,0.4915190192291544,0.3007076531857236
model:bardsai-eu,privy,False,13257,26251,10561,970,737,799,799,530,218,135019,8231,1899,1908,928,665,507,512,0.3355522932064392,0.5565958518767319,0.4186905852256577
model:gliner-multi-v21,privy,False,9600,22314,14218,970,599,599,599,530,215,135019,7516,1899,1908,827,745,742,748,0.3008084226358338,0.4030565118817701,0.344505849422235
model:davlan-mbert,privy,False,8250,357,15568,970,663,670,670,530,12,135019,144,1899,1908,752,575,557,561,0.9585221331474382,0.34637668989839615,0.5088666152659984
model:davlan-xlmr,privy,False,7893,111,15925,970,723,757,757,530,2,135019,17,1899,1908,676,503,446,449,0.9861319340329835,0.33138802586279287,0.49607189994343537
model:ner-ru-gherman,privy,False,5769,336,18049,970,765,767,767,530,15,135019,133,1899,1908,657,391,387,391,0.9449631449631449,0.24221177260895121,0.38558968017912637
model:ner-ru-yqelz,privy,False,8551,6543,15267,970,785,818,818,530,154,135019,2625,1899,1908,653,446,357,358,0.566516496621174,0.3590141909480225,0.4395045230263158
model:gliner2-vladlinv,privy,False,7020,9370,16798,970,629,629,629,530,93,135019,2197,1899,1908,642,633,633,633,0.4283099450884686,0.2947350743135444,0.3491842419419021
model:stanza-ru,privy,False,4783,26607,19035,970,858,859,859,530,475,135019,11231,1899,1908,381,211,210,213,0.15237336731443135,0.20081451003442774,0.17327198956672946
model:rules-ru,privy,False,5715,221,18103,970,919,922,922,530,4,135019,82,1899,1908,292,289,284,284,0.9627695417789758,0.23994457972961625,0.3841500302480339
model:natasha,privy,False,1721,12776,22097,970,907,907,907,530,180,135019,5308,1899,1908,178,168,167,171,0.1187142167344968,0.07225627676547149,0.08983426856322589
model:fef2-secret-ru,privy,False,2170,2046,21648,970,908,915,915,530,65,135019,1017,1899,1908,143,122,110,110,0.5147058823529411,0.09110756570660845,0.15481201398302064
model:spacy-ru-lg,privy,False,910,10486,22908,970,945,946,945,530,135,135019,4557,1899,1908,81,61,59,66,0.07985257985257985,0.03820639852212612,0.051683989322428577
model:spacy-alrosait,privy,False,0,13,23818,970,970,970,970,530,0,135019,0,1899,1908,0,0,0,0,0.0,0.0,0
composition:pplx,privy,False,22149,59824,1669,970,141,149,149,530,402,135019,18955,1899,1908,1803,1744,1735,1742,0.2701987239700877,0.9299269460072215,0.4187312720363736
composition:fastino,privy,False,18252,15880,5566,970,336,340,337,530,272,135019,5651,1899,1908,1518,1471,1462,1472,0.5347474510723075,0.7663111932152153,0.6299223468507333
composition:pplx+fastino,privy,False,23643,66981,175,970,50,58,56,530,473,135019,21768,1899,1908,1881,1844,1835,1846,0.2608911546610169,0.9926526156688219,0.41318746614005347
composition:pplx+fastino+mmbert,privy,False,23717,70751,101,970,30,37,35,530,484,135019,23234,1899,1908,1889,1868,1859,1870,0.2510585595122158,0.9957595096145773,0.40101110866881967
composition:pplx+fastino+bardsai,privy,False,23659,68569,159,970,47,57,55,530,474,135019,22429,1899,1908,1882,1847,1836,1847,0.2565273019039771,0.9933243765219582,0.40775209830584425
composition:pplx+fastino+bardsai+mmbert,privy,False,23721,72153,97,970,28,36,34,530,485,135019,23785,1899,1908,1889,1870,1860,1871,0.2474184867638776,0.9959274498278613,0.39636734284663966
"composition:vote2(pplx,opf2,nvidia)",privy,False,20722,42917,3096,970,259,283,283,530,371,135019,13323,1899,1908,1657,1538,1507,1512,0.32561793868539735,0.8700142749181291,0.473878591765096
model:bardsai-eu,redact-multi,False,232266,95314,55156,1000,888,935,929,0,0,0,0,22864,23027,20955,18286,16766,17397,0.7090359606813603,0.8081009804399106,0.7553341289947024
model:pplx,redact-multi,False,231619,138412,55803,1000,789,823,800,0,0,0,0,22864,23027,20437,19888,19265,19924,0.6259448532690505,0.8058499349388704,0.7045948531682114
model:mmbert32k,redact-multi,False,209704,207417,77718,1000,977,992,992,0,0,0,0,22864,23027,20406,14265,11450,11938,0.5027414107657011,0.7296031619013158,0.5952908481100516
model:gliner-urchade,redact-multi,False,216106,148447,71316,1000,884,884,884,0,0,0,0,22864,23027,19330,18752,18741,18862,0.5927972064418616,0.7518770309857978,0.6629272594808082
model:gliner2-fastino,redact-multi,False,201609,92070,85813,1000,899,900,899,0,0,0,0,22864,23027,19329,18044,18018,18144,0.6864944378045417,0.7014389991023652,0.6938862607360854
model:gliner2-hivetrace-omni,redact-multi,False,202600,74756,84822,1000,890,890,890,0,0,0,0,22864,23027,19212,17935,17924,18024,0.7304691443487792,0.7048868910521812,0.7174500423175124
model:gliner-nvidia,redact-multi,False,196877,147358,90545,1000,972,972,972,0,0,0,0,22864,23027,18904,14214,14050,14141,0.5719261550975351,0.6849754020221138,0.6233667955868454
model:nym-base,redact-multi,False,192731,102323,94691,1000,983,968,964,0,0,0,0,22864,23027,18732,13592,15438,16017,0.6532058538437032,0.6705506189505327,0.6617646048935921
model:nuner-zero,redact-multi,False,211291,139649,76131,1000,888,989,989,0,0,0,0,22864,23027,17939,16788,11249,11340,0.6020715791873255,0.7351246599077315,0.6619786265473195
model:openmed-multilingual,redact-multi,False,182279,124486,105143,1000,979,983,983,0,0,0,0,22864,23027,17759,12457,12555,12930,0.5941975127540625,0.6341859704545929,0.6135408549833639
model:gliner2-hivetrace-uni,redact-multi,False,183839,62106,103583,1000,932,932,932,0,0,0,0,22864,23027,17543,16549,16539,16625,0.7474801276708207,0.6396135299315988,0.6893527346086278
model:opf-ru,redact-multi,False,173697,126730,113725,1000,980,989,989,0,0,0,0,22864,23027,17103,13320,11664,12042,0.5781670755291635,0.6043274349214743,0.5909578820411363
model:apararti,redact-multi,False,201528,165468,85894,1000,940,963,959,0,0,0,0,22864,23027,16942,15620,14510,14829,0.5491286008566851,0.701157183514136,0.6158999294029199
model:openai-base,redact-multi,False,189944,132623,97478,1000,950,959,956,0,0,0,0,22864,23027,16465,15586,14955,15273,0.5888513084103457,0.660854075192574,0.6227784435457032
model:gliner25-fastino,redact-multi,False,175126,56192,112296,1000,971,971,971,0,0,0,0,22864,23027,16336,15457,15446,15529,0.7570789994725875,0.6092992185706035,0.67519759417049
model:openmed-nemotron,redact-multi,False,166200,232949,121222,1000,992,995,995,0,0,0,0,22864,23027,16255,10634,10629,10905,0.4163858609191054,0.5782438365887093,0.48414512118921427
model:opf-kz-ru,redact-multi,False,190479,159128,96943,1000,956,967,965,0,0,0,0,22864,23027,15844,14488,13520,13759,0.5448374889518802,0.6627154497568036,0.5980230099414626
model:kalyan-ettin,redact-multi,False,162375,148441,125047,1000,994,998,998,0,0,0,0,22864,23027,15750,10110,9728,9958,0.5224151909811593,0.5649358782556659,0.5428441523273346
model:gliner-multi-v21,redact-multi,False,144983,99022,142439,1000,982,982,982,0,0,0,0,22864,23027,15510,13847,13828,13918,0.5941804471219853,0.5044255484966356,0.545636559677999
model:gliner2-large,redact-multi,False,172513,105826,114909,1000,952,952,952,0,0,0,0,22864,23027,15389,14253,14238,14330,0.6197945670567186,0.6002080564466186,0.6098440861070311
model:gravitee-small,redact-multi,False,167251,201340,120171,1000,987,989,989,0,0,0,0,22864,23027,14961,13585,12718,12918,0.4537576880607503,0.5819004808261024,0.5099014806109025
model:davlan-xlmr,redact-multi,False,125087,51575,162335,1000,987,990,988,0,0,0,0,22864,23027,14714,12693,11921,12521,0.7080583260689906,0.43520328993605223,0.539070513096767
model:opf-ru-v2,redact-multi,False,154944,36429,132478,1000,988,993,993,0,0,0,0,22864,23027,14136,11969,10942,11178,0.8096439936668182,0.5390819074392357,0.6472248039348782
model:davlan-mbert,redact-multi,False,115658,53111,171764,1000,985,989,987,0,0,0,0,22864,23027,14105,12288,11378,12022,0.6853035806338842,0.4023978679433029,0.5070595430422784
model:ru-legal-ner,redact-multi,False,164132,542054,123290,1000,987,998,997,0,0,0,0,22864,23027,13962,8983,6368,6558,0.23242035384445459,0.5710488410768835,0.3303757618698723
model:traciora,redact-multi,False,158609,41738,128813,1000,985,993,992,0,0,0,0,22864,23027,13877,11955,10589,10861,0.7916714500341907,0.5518331930054067,0.6503447328551014
model:ner-ru-gherman,redact-multi,False,96227,19312,191195,1000,998,999,998,0,0,0,0,22864,23027,13749,8341,7233,7819,0.8328529760513765,0.3347934396114424,0.47759956918907787
model:ru-pii-ner,redact-multi,False,147733,51400,139689,1000,967,972,970,0,0,0,0,22864,23027,13504,12788,12571,12717,0.741881054370697,0.5139933616772551,0.6072612551510107
model:ner-ru-yqelz,redact-multi,False,111406,85762,176016,1000,992,994,993,0,0,0,0,22864,23027,12768,10469,9100,9451,0.5650308366469204,0.38760428916366874,0.4597948781444108
model:stanza-ru,redact-multi,False,101374,343571,186048,1000,993,994,993,0,0,0,0,22864,23027,11939,9695,9601,9675,0.22783490094281317,0.35270090668076903,0.276839344208573
model:gliner2-vladlinv,redact-multi,False,120418,14258,167004,1000,990,990,990,0,0,0,0,22864,23027,11628,11266,11254,11300,0.8941310998247646,0.4189588827577569,0.5705689200138356
model:gliner-stream-pii,redact-multi,False,99013,35180,188409,1000,981,981,981,0,0,0,0,22864,23027,10886,8187,8136,8180,0.7378402748280461,0.34448650416460813,0.4696844277362049
model:gliner-pii-edge,redact-multi,False,138462,147701,148960,1000,983,984,984,0,0,0,0,22864,23027,10704,9542,9513,9563,0.4838571024206484,0.4817376540417922,0.48279505217186647
model:gliner-pii-base,redact-multi,False,103648,68424,183774,1000,994,994,994,0,0,0,0,22864,23027,7690,6386,6376,6422,0.6023525036031429,0.3606126183799431,0.4511397319660322
model:fef2-secret-ru,redact-multi,False,46761,7084,240661,1000,995,996,996,0,0,0,0,22864,23027,3566,2678,2289,2302,0.8684371807967314,0.1626910953232529,0.2740434908737147
model:rules-ru,redact-multi,False,57076,10299,230346,1000,999,999,999,0,0,0,0,22864,23027,2641,2543,2525,2550,0.847139146567718,0.1985790927625582,0.32173890985549486
model:spacy-ru-lg,redact-multi,False,18313,75609,269109,1000,997,997,997,0,0,0,0,22864,23027,1970,1560,1557,1572,0.1949809416324184,0.06371467737333955,0.09604451623730804
model:natasha,redact-multi,False,11796,11118,275626,1000,1000,1000,1000,0,0,0,0,22864,23027,1212,947,942,946,0.5147944488085886,0.04104069973766796,0.07602082903691483
model:spacy-alrosait,redact-multi,False,245,477,287177,1000,1000,1000,1000,0,0,0,0,22864,23027,22,3,3,4,0.33933518005540164,0.0008524051742733681,0.0017005386195790993
composition:pplx,redact-multi,False,231619,138412,55803,1000,789,823,800,0,0,0,0,22864,23027,20437,19888,19265,19924,0.6259448532690505,0.8058499349388704,0.7045948531682114
composition:fastino,redact-multi,False,201609,92070,85813,1000,899,900,899,0,0,0,0,22864,23027,19329,18044,18018,18144,0.6864944378045417,0.7014389991023652,0.6938862607360854
