system,dataset,train,char_tp,char_fp,char_fn,positive_rows,residual_rows,raw_residual_rows,raw_original_residual_rows,negative_rows,negative_rows_touched,negative_characters,negative_characters_masked,gold,original_gold,hit,hidden,raw_hidden,original_hidden,char_precision,char_recall,char_f1
composition:pplx+fastino,redact-multi,False,258979,203937,28443,1000,570,614,579,0,0,0,0,22864,23027,22179,21514,21038,21616,0.5594513907490776,0.9010409780740514,0.6902995716597053
composition:pplx+fastino+mmbert,redact-multi,False,264784,289915,22638,1000,529,600,556,0,0,0,0,22864,23027,22523,21675,21115,21719,0.4773471738726769,0.9212377618971408,0.6288502483609838
composition:pplx+fastino+bardsai,redact-multi,False,264474,233595,22948,1000,480,555,500,0,0,0,0,22864,23027,22420,21809,21299,21892,0.5309987170452287,0.9201592084113255,0.6733979128977926
composition:pplx+fastino+bardsai+mmbert,redact-multi,False,267134,309032,20288,1000,455,533,472,0,0,0,0,22864,23027,22575,21891,21409,22013,0.4636406868853768,0.9294138931605792,0.6186607502651728
"composition:vote2(pplx,opf2,nvidia)",redact-multi,False,204712,80137,82710,1000,930,947,942,0,0,0,0,22864,23027,19010,16925,16377,16745,0.7186684875144375,0.7122349715748968,0.7154372666097005
model:bardsai-eu,redact-ru,False,110324,47600,24686,499,446,468,466,1,1,2873,277,9230,9284,8504,7184,6572,6678,0.6985891948025632,0.8171542848677875,0.7532345169901752
model:pplx+ov100,redact-ru,False,111198,65552,23812,499,369,374,370,1,1,2873,248,9230,9284,8384,8053,7991,8087,0.6291258840169731,0.8236278794163395,0.7133564280215551
model:pplx,redact-ru,False,110788,66523,24222,499,370,377,374,1,1,2873,273,9230,9284,8349,8041,7981,8074,0.6248230510233431,0.8205910673283461,0.7094495727152512
model:pplx+sent300,redact-ru,False,108242,71440,26768,499,388,396,394,1,1,2873,249,9230,9284,8309,7782,7687,7788,0.602408699814116,0.8017332049477817,0.6879234298933561
model:gliner-nvidia+sent300,redact-ru,False,98105,85678,36905,499,482,482,482,1,1,2873,356,9230,9284,8284,6082,6078,6124,0.5338088941849899,0.7266498777868307,0.6154777551577356
model:gliner-nvidia,redact-ru,False,93393,71044,41617,499,487,487,487,1,1,2873,289,9230,9284,8039,5864,5861,5905,0.5679561169323206,0.6917487593511592,0.6237698156935954
model:gliner-urchade,redact-ru,False,102996,69317,32014,499,441,441,441,1,1,2873,465,9230,9284,8032,7435,7434,7477,0.597726230754499,0.7628768239389675,0.6702785017717516
model:gliner-nvidia+ov100,redact-ru,False,93564,69545,41446,499,487,487,487,1,1,2873,273,9230,9284,8022,5858,5851,5896,0.5736286777553661,0.693015332197615,0.6276956517363872
model:nym-base+sent300,redact-ru,False,97126,57831,37884,499,492,475,474,1,1,2873,274,9230,9284,7906,5664,6513,6706,0.6267932394148054,0.7193985630694023,0.6699107139777976
model:gliner2-fastino,redact-ru,False,92740,43111,42270,499,448,451,451,1,1,2873,477,9230,9284,7905,7083,7078,7121,0.6826596786184864,0.6869120805866232,0.6847792779322236
model:gliner2-hivetrace-omni,redact-ru,False,92826,35325,42184,499,446,446,446,1,1,2873,410,9230,9284,7798,7180,7180,7218,0.7243486199873587,0.6875490704392268,0.7054692754625496
model:nym-base+ov100,redact-ru,False,95548,52383,39462,499,492,477,476,1,1,2873,287,9230,9284,7790,5616,6406,6577,0.6458957216540143,0.707710539960003,0.6753916894334862
model:nym-base,redact-ru,False,95458,52645,39552,499,492,479,478,1,1,2873,270,9230,9284,7776,5593,6387,6574,0.6445379229320135,0.7070439226723947,0.6743455793269826
model:apararti,redact-ru,False,103103,80134,31907,499,442,456,456,1,1,2873,370,9230,9284,7675,7157,6791,6858,0.5626756604834177,0.7636693578253463,0.6479432641941637
model:nuner-zero,redact-ru,False,102697,63355,32313,499,432,487,487,1,1,2873,369,9230,9284,7584,6817,4509,4550,0.6184628911425336,0.7606621731723576,0.6822315669197706
model:openai-base,redact-ru,False,99754,70247,35256,499,441,443,442,1,1,2873,338,9230,9284,7445,7102,6939,7007,0.5867847836189198,0.7388637878675653,0.6541009996360787
model:opf-ru,redact-ru,False,87834,46804,47176,499,479,488,488,1,1,2873,255,9230,9284,7425,5827,5107,5237,0.6523715444376773,0.6505740315532182,0.6514715480923278
model:ru-legal-ner+sent300,redact-ru,False,94329,76843,40681,499,491,492,492,1,1,2873,555,9230,9284,7372,5664,5166,5250,0.551077278994228,0.6986815791422858,0.6161629357702282
model:opf-kz-ru,redact-ru,False,97667,72158,37343,499,464,474,474,1,1,2873,242,9230,9284,7316,6668,6310,6390,0.5751037833063448,0.7234056736538034,0.6407859989830564
model:gliner2-hivetrace-uni,redact-ru,False,84094,26251,50916,499,463,463,463,1,1,2873,199,9230,9284,7305,6684,6683,6713,0.762100684217681,0.6228723798237168,0.6854883739887102
model:ru-legal-ner+ov100,redact-ru,False,92745,69639,42265,499,489,491,491,1,1,2873,480,9230,9284,7261,5493,5022,5090,0.5711461720366539,0.6869491148803792,0.6237180306260381
model:gliner2-hivetrace-omni-ru,redact-ru,False,85660,33379,49350,499,465,465,465,1,1,2873,388,9230,9284,7225,6524,6524,6562,0.71959609875755,0.6344715206281016,0.6743580962727662
model:mmbert32k,redact-ru,False,78783,69168,56227,499,492,498,498,1,1,2873,266,9230,9284,7219,3779,2406,2538,0.5324938662124622,0.5835345529960744,0.5568470566615188
model:openmed-multilingual,redact-ru,False,82866,54325,52144,499,493,495,495,1,1,2873,261,9230,9284,7194,4914,4718,4790,0.6040192140883878,0.6137767572772387,0.6088588947138328
model:ru-pii-ner,redact-ru,False,90706,29462,44304,499,442,446,446,1,1,2873,241,9230,9284,7172,6941,6788,6904,0.7548265761267559,0.671846529886675,0.7109233554616776
model:ru-legal-ner,redact-ru,False,91014,63238,43996,499,492,493,493,1,1,2873,527,9230,9284,7140,5383,4898,4966,0.5900344890179706,0.6741278423820458,0.6292841783573369
model:openmed-nemotron,redact-ru,False,82467,86140,52543,499,491,496,496,1,1,2873,259,9230,9284,6860,4619,4227,4306,0.4891078069119313,0.6108214206355085,0.5432304515228067
model:gliner25-fastino+ov100,redact-ru,False,89905,31227,45105,499,476,478,478,1,1,2873,167,9230,9284,6823,6386,6375,6412,0.7422068487270086,0.665913636026961,0.7019934255217809
model:gliner2-fastino-ru,redact-ru,False,81596,34269,53414,499,467,468,468,1,1,2873,359,9230,9284,6795,6042,6038,6072,0.7042333750485479,0.6043700466632101,0.6504912805181863
model:gliner25-fastino,redact-ru,False,89382,30638,45628,499,477,479,479,1,1,2873,159,9230,9284,6791,6339,6336,6372,0.7447258790201633,0.6620398489000815,0.7009528290789319
model:opf-ru-v2+sent300,redact-ru,False,88444,25029,46566,499,475,486,486,1,1,2873,184,9230,9284,6767,5944,5594,5670,0.7794277052690949,0.6550922153914525,0.7118716370938858
model:gliner25-fastino+sent300,redact-ru,False,87096,32339,47914,499,476,478,478,1,1,2873,188,9230,9284,6738,6164,6159,6195,0.7292334742747101,0.64510776979483,0.6845958851618228
model:opf-ru-v2+ov100,redact-ru,False,88240,24167,46770,499,478,485,485,1,1,2873,175,9230,9284,6726,5916,5546,5626,0.7850044926027738,0.6535812162062069,0.7132897092762422
model:opf-ru-v2,redact-ru,False,87330,23177,47680,499,474,482,482,1,1,2873,198,9230,9284,6667,5854,5488,5569,0.7902666799388274,0.6468409747426117,0.7113967668226641
model:gliner-nvidia-ru,redact-ru,False,71720,60456,63290,499,490,490,490,1,1,2873,262,9230,9284,6659,4621,4610,4643,0.5426098535286284,0.5312199096363233,0.5368544759081689
model:kalyan-ettin,redact-ru,False,71262,61170,63748,499,491,498,498,1,1,2873,226,9230,9284,6612,4142,2822,2910,0.5381025733961581,0.5278275683282719,0.5329155480440619
model:traciora,redact-ru,False,86334,22957,48676,499,475,482,482,1,1,2873,170,9230,9284,6478,5780,5295,5365,0.7899461071817442,0.6394637434264129,0.7067838445196705
model:gliner25-fastino-ru,redact-ru,False,86755,27384,48255,499,473,475,475,1,1,2873,269,9230,9284,6372,5918,5915,5948,0.7600820052742708,0.6425820309606696,0.6964105816198338
model:gliner25-fastino+nochunk,redact-ru,False,85849,21850,49161,499,477,479,479,1,1,2873,204,9230,9284,6353,5979,5976,6009,0.7971197504155099,0.6358714169320792,0.7074232929145602
model:fef2-secret-ru,redact-ru,False,73303,24949,61707,499,481,482,482,1,1,2873,209,9230,9284,6296,5010,4808,4882,0.7460713267923299,0.5429449670394786,0.6285035710917338
model:gliner-multi-v21,redact-ru,False,72116,49958,62894,499,486,486,486,1,1,2873,326,9230,9284,6242,5250,5239,5270,0.5907564264298704,0.5341530257017999,0.5610306359011062
model:gliner-pii-edge,redact-ru,False,76000,74976,59010,499,472,476,476,1,1,2873,404,9230,9284,6239,5204,5169,5202,0.503391267486223,0.5629212650914747,0.5314945486842013
model:gliner2-large,redact-ru,False,78050,50831,56960,499,477,478,478,1,1,2873,200,9230,9284,6169,5384,5380,5405,0.6055974115657079,0.5781053255314421,0.5915321098483843
model:mmbert32k+nochunk,redact-ru,False,58871,54913,76139,499,492,499,499,1,1,2873,186,9230,9284,5897,2296,1101,1145,0.5173926035294945,0.436049181542108,0.4732509626437936
model:stanza-ru,redact-ru,False,59943,85587,75067,499,485,485,485,1,1,2873,298,9230,9284,5842,4812,4790,4833,0.4118944547515976,0.44398933412339825,0.42734012974976826
model:gliner25-fastino-ru+nochunk,redact-ru,False,82536,22061,52474,499,475,477,477,1,1,2873,320,9230,9284,5833,5477,5474,5504,0.7890857290362057,0.6113324938893415,0.6889281197961663
model:ner-ru-gherman,redact-ru,False,53774,13214,81236,499,497,497,497,1,1,2873,109,9230,9284,5580,3033,2600,2814,0.8027407893951155,0.3982964224872232,0.5324211130803275
model:davlan-xlmr,redact-ru,False,60312,25771,74698,499,493,495,495,1,1,2873,149,9230,9284,5507,4617,4349,4470,0.7006261398882474,0.4467224650025924,0.5455803666330459
model:davlan-mbert,redact-ru,False,56550,24189,78460,499,494,495,495,1,1,2873,188,9230,9284,5371,4525,4146,4300,0.7004050087318396,0.4188578623805644,0.5242202744856291
model:ner-ru-yqelz,redact-ru,False,55386,39344,79624,499,496,496,496,1,1,2873,461,9230,9284,5134,4247,3880,3963,0.584672226327457,0.4102362787941634,0.482162444502481
model:gliner2-vladlinv,redact-ru,False,61700,11792,73310,499,490,490,490,1,1,2873,108,9230,9284,4767,4582,4580,4604,0.83954716159582,0.457003184949263,0.5918408456513606
model:gliner2-vladlinv-ru,redact-ru,False,62381,13183,72629,499,483,483,483,1,1,2873,173,9230,9284,4687,4470,4468,4495,0.825538616272299,0.46204725575883265,0.592485302079079
model:spacy-ru-lg,redact-ru,False,47424,35765,87586,499,494,494,494,1,1,2873,203,9230,9284,4578,3888,3644,3672,0.5700753705417784,0.35126286941708024,0.43468576849573104
model:natasha,redact-ru,False,45207,28059,89803,499,495,495,495,1,1,2873,164,9230,9284,4531,3890,3850,3882,0.6170256326263205,0.3348418635656618,0.4341066661545257
model:gravitee-small,redact-ru,False,62352,64433,72658,499,495,496,496,1,1,2873,123,9230,9284,4445,3681,3236,3255,0.49179319320108844,0.46183245685504776,0.47634217613017815
model:spacy-alrosait,redact-ru,False,47221,13486,87789,499,497,497,497,1,1,2873,125,9230,9284,4181,3882,3876,3909,0.7778509891775248,0.3497592770905859,0.4825436727519838
model:gliner-stream-pii,redact-ru,False,42880,14758,92130,499,496,496,496,1,1,2873,127,9230,9284,4039,2784,2776,2785,0.7439536416947153,0.317606103251611,0.4451642373655579
model:gliner-urchade-ru,redact-ru,False,61775,46535,73235,499,487,487,487,1,1,2873,307,9230,9284,4014,3457,3457,3471,0.5703536146246884,0.4575586993556033,0.5077675489067893
model:gliner-pii-base,redact-ru,False,41965,24149,93045,499,496,496,496,1,1,2873,98,9230,9284,3298,2530,2525,2533,0.634736969476964,0.31082882749425966,0.41730474732006123
model:gliner-multi-v21-ru,redact-ru,False,40771,32884,94239,499,493,493,493,1,1,2873,73,9230,9284,2961,2211,2206,2215,0.5535401534179621,0.30198503814532257,0.3907794790693217
model:gliner2-hivetrace-uni-ru,redact-ru,False,18815,5150,116195,499,499,499,499,1,1,2873,23,9230,9284,1823,1539,1539,1542,0.7851032756102649,0.13936004740389601,0.2367038842585312
model:rules-ru,redact-ru,False,31271,5955,103739,499,499,499,499,1,1,2873,70,9230,9284,1729,1663,1663,1664,0.8400311610164939,0.23161988000888822,0.3631180473304071
composition:pplx,redact-ru,False,110788,66523,24222,499,370,377,374,1,1,2873,273,9230,9284,8349,8041,7981,8074,0.6248230510233431,0.8205910673283461,0.7094495727152512
composition:fastino,redact-ru,False,92740,43111,42270,499,448,451,451,1,1,2873,477,9230,9284,7905,7083,7078,7121,0.6826596786184864,0.6869120805866232,0.6847792779322236
composition:pplx+fastino,redact-ru,False,120545,93550,14465,499,275,282,277,1,1,2873,527,9230,9284,8990,8546,8502,8589,0.5630444428875032,0.8928597881638397,0.6905945202732702
composition:pplx+fastino+mmbert,redact-ru,False,121484,111571,13526,499,271,279,274,1,1,2873,592,9230,9284,9080,8591,8516,8626,0.521267511960696,0.8998148285312199,0.6601225327048212
composition:pplx+fastino+bardsai,redact-ru,False,123230,106083,11780,499,235,244,240,1,1,2873,570,9230,9284,9051,8707,8670,8742,0.5373877625777866,0.9127472039108214,0.6764876222472915
composition:pplx+fastino+bardsai+mmbert,redact-ru,False,123635,122614,11375,499,231,241,237,1,1,2873,635,9230,9284,9103,8745,8681,8776,0.5020731048654005,0.9157469817050589,0.6485617388704267
"composition:vote2(pplx,opf2,nvidia)",redact-ru,False,103855,42271,31155,499,421,426,424,1,1,2873,251,9230,9284,8044,7417,7291,7394,0.7107222533977526,0.7692393156062514,0.7388239144044164
model:pplx+cpu-int8,redmadrobot,False,59157,32248,5985,2470,497,592,588,371,256,218741,8910,5516,5614,5202,4838,4715,4817,0.6471965428587058,0.9081237911025145,0.7557730266309798
model:nym-base,redmadrobot,False,52770,14602,12372,2470,818,988,985,371,161,218741,4587,5516,5614,4916,4442,4224,4301,0.783263076649053,0.8100764483743207,0.7964441492974327
model:pplx,redmadrobot,False,52224,13172,12918,2470,772,855,851,371,152,218741,3475,5516,5614,4741,4350,4239,4339,0.798580952963484,0.8016947591415676,0.8001348266405184
model:nym-base+cpu-int8,redmadrobot,False,50863,13036,14279,2470,957,1150,1150,371,161,218741,3888,5516,5614,4692,4214,3917,3984,0.7959905475829042,0.7808019403764085,0.7883230911105772
model:nym-small,redmadrobot,False,50925,14390,14217,2470,1021,1152,1152,371,170,218741,4437,5516,5614,4686,4164,3950,4027,0.779683074332083,0.7817537072856222,0.7807170178679566
model:gliner2-fastino-ru,redmadrobot,False,49866,8085,15276,2470,847,860,858,371,120,218741,2739,5516,5614,4603,4420,4407,4495,0.860485582647409,0.7654969144330847,0.8102166654480759
model:mmbert32k,redmadrobot,False,45028,12668,20114,2470,1471,1929,1929,371,251,218741,5553,5516,5614,4481,3271,1944,1977,0.7804353854686633,0.6912283933560529,0.7331281850893046
model:gliner-nvidia-ru,redmadrobot,False,48830,7861,16312,2470,920,920,917,371,126,218741,1823,5516,5614,4452,4281,4278,4355,0.861336014534935,0.7495931964017071,0.801589060435186
model:ru-pii-ner,redmadrobot,False,47682,12228,17460,2470,697,708,707,371,172,218741,5753,5516,5614,4406,4227,4210,4305,0.7958938407611417,0.7319701575020724,0.7625947605795989
model:apararti,redmadrobot,False,47094,19716,18048,2470,1007,1140,1139,371,198,218741,5414,5516,5614,4314,3929,3669,3764,0.7048944768747194,0.7229437229437229,0.7138050200072754
model:gliner2-fastino,redmadrobot,False,46907,5680,18235,2470,1027,1032,1030,371,102,218741,2069,5516,5614,4286,4079,4074,4163,0.891988514271588,0.7200730711369009,0.7968639842349803
model:ru-legal-ner,redmadrobot,False,41081,36233,24061,2470,1527,1770,1767,371,259,218741,18823,5516,5614,4157,3302,2882,2957,0.5313526657526451,0.6306376838291732,0.5767535238950975
model:ru-legal-ner+cpu-int8,redmadrobot,False,40919,37024,24223,2470,1520,1772,1770,371,262,218741,19215,5516,5614,4146,3311,2889,2967,0.5249862078698536,0.6281508090018728,0.5719537337945977
model:gliner-nvidia,redmadrobot,False,45381,11058,19761,2470,1081,1085,1081,371,129,218741,2112,5516,5614,4089,3977,3969,4057,0.8040716525806623,0.6966473243068988,0.746514669232857
model:bardsai-eu,redmadrobot,False,42754,14309,22388,2470,1455,1621,1618,371,134,218741,4025,5516,5614,4080,3469,3156,3214,0.7492420657869372,0.6563200392987627,0.6997095045210916
model:opf-kz-ru,redmadrobot,False,43417,19297,21725,2470,1125,1210,1210,371,188,218741,4943,5516,5614,4014,3560,3359,3450,0.6923015594604076,0.6664978047956771,0.6791546740082594
model:gliner2-hivetrace-omni-ru,redmadrobot,False,43104,5880,22038,2470,1220,1225,1224,371,114,218741,1697,5516,5614,3973,3657,3652,3724,0.8799608035276825,0.6616929170120659,0.755375637453341
model:opf-ru,redmadrobot,False,36968,9389,28174,2470,1714,1896,1895,371,213,218741,4038,5516,5614,3948,2914,2426,2496,0.7974631662963523,0.5674986951582697,0.6631090861801452
model:openai-base,redmadrobot,False,42140,16691,23002,2470,1124,1193,1193,371,133,218741,3047,5516,5614,3893,3595,3493,3579,0.7162890312930258,0.6468944766817107,0.6798254458632121
model:gliner-stream-pii,redmadrobot,False,34820,6950,30322,2470,1713,1719,1712,371,266,218741,2322,5516,5614,3826,2802,2795,2865,0.833612640651185,0.5345245770777686,0.6513768332834481
model:traciora,redmadrobot,False,41655,9780,23487,2470,1391,1586,1586,371,130,218741,2514,5516,5614,3797,3270,2801,2875,0.8098571011956839,0.6394492032789905,0.7146349622995959
model:gliner2-hivetrace-omni,redmadrobot,False,39696,3750,25446,2470,1384,1387,1386,371,93,218741,1335,5516,5614,3775,3503,3499,3572,0.9136859549785941,0.6093764391636732,0.7311305116587469
model:pii-shield-onnx,redmadrobot,False,44369,32667,20773,2470,1274,1438,1438,371,259,218741,22639,5516,5614,3748,3257,2847,2901,0.5759515031933122,0.6811120321758619,0.6241331288947657
model:opf-ru-v2,redmadrobot,False,38234,6678,26908,2470,1439,1566,1564,371,120,218741,1668,5516,5614,3734,3168,2901,2986,0.8513092269326683,0.5869331614012465,0.6948225416613663
model:gravitee-small+cpu-int8,redmadrobot,False,43463,49256,21679,2470,1371,1537,1537,371,273,218741,10088,5516,5614,3731,3347,3028,3087,0.4687604482360681,0.667203954437997,0.5506489886672451
model:gliner2-large,redmadrobot,False,40837,7074,24305,2470,1382,1395,1393,371,128,218741,2338,5516,5614,3605,3409,3394,3466,0.8523512345807852,0.6268920205090418,0.7224399175607901
model:gravitee-small,redmadrobot,False,42528,42747,22614,2470,1415,1543,1543,371,254,218741,9171,5516,5614,3593,3245,2972,3021,0.4987159190853122,0.6528506954038868,0.5654679989628832
model:nuner-zero,redmadrobot,False,45086,13825,20056,2470,1134,1714,1683,371,68,218741,1172,5516,5614,3588,3431,2318,2442,0.7653239632666226,0.6921187559485432,0.7268828645820737
model:gliner-pii-edge,redmadrobot,False,37872,11757,27270,2470,1265,1265,1264,371,210,218741,3171,5516,5614,3559,3278,3275,3342,0.7631022184609805,0.5813760707377729,0.6599576548082703
model:openmed-multilingual,redmadrobot,False,36747,12807,28395,2470,1614,1747,1747,371,258,218741,6215,5516,5614,3416,2640,2094,2152,0.741554667635307,0.5641061066592982,0.6407721280602636
model:gliner-urchade,redmadrobot,False,41098,7690,24044,2470,1195,1195,1195,371,95,218741,2108,5516,5614,3394,3315,3314,3382,0.8423792735918668,0.6308986521752479,0.7214605459492671
model:gliner-urchade-ru,redmadrobot,False,40819,7323,24323,2470,1150,1151,1151,371,86,218741,2379,5516,5614,3366,3308,3306,3380,0.847887499480703,0.6266157010837862,0.7206489883831785
model:mmbert32k+cpu-int8,redmadrobot,False,31125,11129,34017,2470,2000,2453,2453,371,266,218741,5463,5516,5614,3358,1900,222,227,0.7366166516779477,0.47780233950446716,0.5796305262765838
model:fef2-secret-ru,redmadrobot,False,35530,9649,29612,2470,1406,1505,1502,371,128,218741,2453,5516,5614,3349,3034,2850,2929,0.786427322428562,0.5454238432961838,0.6441203397358617
