dataset,lang,kind,model,family,variant,missed,gold_spans,missed_pct,missed_ci_low_reported,missed_ci_high_reported,hidden_pct_reported,char_f1_reported,char_precision_reported,char_recall_reported,train,dropped_spans,fp_rows,fp_chars
nemotron-pii,en,pii,nym-base+ov100,hf,ov100,888,9391,9.455861995527632,8.7,10.3,82.8,0.779,0.841,0.726,False,0,5/5,86
nemotron-pii,en,pii,nym-base+cpu-int8,hf,cpu-int8,925,9391,9.849856245341284,9.1,10.8,81.2,0.783,0.84,0.734,False,0,5/5,86
nemotron-pii,en,pii,pplx+sent300,pplx,sent300,1069,9391,11.383239271643063,10.4,12.5,85.6,0.808,0.818,0.799,False,0,5/5,119
nemotron-pii,en,pii,pplx+ov100,pplx,ov100,1103,9391,11.745288041742093,10.6,12.9,86.5,0.828,0.827,0.829,False,0,5/5,114
nemotron-pii,en,pii,pplx,pplx,base,1149,9391,12.235118730699606,11.1,13.4,86.2,0.829,0.831,0.828,False,0,5/5,114
nemotron-pii,en,pii,mmbert32k,hf,base,1277,9391,13.598125865190076,12.6,14.7,62.0,0.763,0.819,0.715,False,0,4/5,51
nemotron-pii,en,pii,kalyan-ettin+cpu-int8,hf,cpu-int8,1485,9391,15.813012458737088,14.8,16.9,64.7,0.754,0.765,0.744,True,0,5/5,178
nemotron-pii,en,pii,mmbert32k+nochunk,hf,nochunk,1601,9391,17.048237674369076,15.8,18.4,56.8,0.728,0.806,0.663,False,0,4/5,51
nemotron-pii,en,pii,gliner-pii-base,gliner,base,1752,9391,18.656160153338302,17.4,19.9,78.5,0.793,0.92,0.696,False,0,3/5,18
nemotron-pii,en,pii,gliner-pii-edge,gliner,base,1812,9391,19.29506974763071,18.2,20.5,73.6,0.808,0.948,0.705,False,0,1/5,10
nemotron-pii,en,pii,nuner-zero,gliner,base,1866,9391,19.870088382493876,18.4,21.3,78.3,0.857,0.845,0.868,False,0,2/5,35
nemotron-pii,en,pii,gravitee-small,hf,base,2166,9391,23.064636353955915,21.9,24.3,71.2,0.753,0.813,0.701,False,0,5/5,94
nemotron-pii,en,pii,gravitee-small+cpu-int8,hf,cpu-int8,2249,9391,23.948461292727078,22.7,25.1,70.3,0.747,0.82,0.687,False,0,3/5,75
nemotron-pii,en,pii,gliner25-fastino+nochunk,gliner2,nochunk,2274,9391,24.21467362368225,23.0,25.5,74.2,0.798,0.948,0.688,False,3,1/5,6
nemotron-pii,en,pii,gliner2-hivetrace-uni,gliner2,base,2343,9391,24.94941965711852,23.8,26.2,73.8,0.709,0.959,0.563,True,0,1/5,11
nemotron-pii,en,pii,apararti,opf,base,2357,9391,25.09849856245341,23.4,26.9,72.4,0.762,0.841,0.696,False,0,2/5,42
nemotron-pii,en,pii,opf-kz-ru,opf,base,2400,9391,25.556383771696304,24.0,27.4,71.4,0.772,0.844,0.712,False,0,2/5,42
nemotron-pii,en,pii,gliner25-fastino+ov100,gliner2,ov100,2511,9391,26.73836652113726,25.5,28.0,71.2,0.767,0.934,0.65,False,0,1/5,6
nemotron-pii,en,pii,gliner25-fastino,gliner2,base,2601,9391,27.69673091257587,26.4,29.1,70.4,0.763,0.936,0.643,False,0,1/5,6
nemotron-pii,en,pii,gliner-urchade,gliner,base,2612,9391,27.813864338196144,26.3,29.2,69.9,0.761,0.862,0.682,False,0,0/5,0
nemotron-pii,en,pii,opf-ru,opf,base,2628,9391,27.984240230007455,26.4,29.8,62.4,0.701,0.856,0.593,False,0,2/5,29
nemotron-pii,en,pii,openai-base-onnx,onnx,base,2782,9391,29.6241081886913,27.8,31.7,68.8,0.719,0.852,0.622,False,0,2/5,42
nemotron-pii,en,pii,openai-base,opf,base,2792,9391,29.73059312107337,28.0,31.8,68.6,0.718,0.852,0.621,False,0,2/5,42
nemotron-pii,en,pii,gliner25-fastino+sent300,gliner2,sent300,2824,9391,30.071344904695984,28.7,31.6,67.8,0.722,0.921,0.594,False,0,1/5,6
nemotron-pii,en,pii,mmbert32k+cpu-int8,hf,cpu-int8,3019,9391,32.14780108614631,30.8,33.5,34.3,0.594,0.773,0.482,False,0,4/5,37
nemotron-pii,en,pii,ru-pii-ner,rupii,base,3194,9391,34.0112874028325,32.1,35.9,65.2,0.63,0.867,0.495,False,0,1/5,17
nemotron-pii,en,pii,gliner-multi-v21,gliner,base,3201,9391,34.085826855499946,32.7,35.6,59.0,0.503,0.671,0.402,False,0,3/5,10
nemotron-pii,en,pii,gliner2-vladlinv,gliner2,base,3389,9391,36.087743584282826,34.2,38.1,63.5,0.639,0.93,0.487,False,1,1/5,6
nemotron-pii,en,pii,opf-ru-v2+sent300,opf,sent300,3481,9391,37.06740496219785,35.5,38.9,57.0,0.68,0.962,0.525,False,0,0/5,0
nemotron-pii,en,pii,opf-ru-v2,opf,base,3578,9391,38.10030880630391,36.4,39.9,56.1,0.676,0.965,0.52,False,0,0/5,0
nemotron-pii,en,pii,opf-ru-v2+ov100,opf,ov100,3609,9391,38.43041209668832,36.7,40.3,55.7,0.673,0.965,0.517,False,0,0/5,0
nemotron-pii,en,pii,traciora,opf,base,3817,9391,40.64529869023533,39.0,42.5,52.5,0.658,0.952,0.502,False,0,0/5,0
nemotron-pii,en,pii,ru-legal-ner+sent300,hf,sent300,4021,9391,42.81759131082952,41.5,44.2,35.1,0.516,0.554,0.482,False,0,3/5,362
nemotron-pii,en,pii,stanza-ru,stanza,base,4494,9391,47.854328612501334,46.4,49.3,47.1,0.193,0.133,0.347,False,0,5/5,699
nemotron-pii,en,pii,pii-shield-onnx,onnx,base,4622,9391,49.2173357469918,47.9,50.5,39.9,0.636,0.693,0.588,False,0,4/5,164
nemotron-pii,en,pii,davlan-xlmr,hf,base,4732,9391,50.38867000319455,48.7,52.1,44.6,0.462,0.892,0.312,False,0,0/5,0
nemotron-pii,en,pii,davlan-mbert,hf,base,4912,9391,52.30539878607177,50.7,54.0,42.9,0.442,0.875,0.295,False,0,0/5,0
nemotron-pii,en,pii,ru-legal-ner+cpu-int8,hf,cpu-int8,4936,9391,52.56096262378873,51.0,53.9,26.6,0.463,0.546,0.402,False,0,3/5,350
nemotron-pii,en,pii,ru-legal-ner,hf,base,4966,9391,52.88041742093494,51.4,54.3,26.5,0.464,0.552,0.4,False,0,3/5,357
nemotron-pii,en,pii,ru-legal-ner+ov100,hf,ov100,4989,9391,53.125332765413695,51.6,54.6,26.4,0.455,0.535,0.396,False,0,3/5,351
nemotron-pii,en,pii,ner-ru-yqelz,hf,base,4995,9391,53.18922372484293,51.9,54.6,40.5,0.379,0.478,0.314,False,0,4/5,240
nemotron-pii,en,pii,davlan-mbert+cpu-int8,hf,cpu-int8,5169,9391,55.04206154829092,53.4,56.7,41.1,0.421,0.874,0.278,False,0,0/5,0
nemotron-pii,en,pii,ner-ru-gherman,hf,base,5651,9391,60.17463528910659,58.5,62.0,31.9,0.305,0.977,0.181,False,0,0/5,0
nemotron-pii,en,pii,ner-ru-gherman-onnx,onnx,base,5685,9391,60.53668405920562,58.8,62.4,31.8,0.302,0.979,0.179,False,0,0/5,0
nemotron-pii,en,pii,ner-ru-gherman+cpu-int8,hf,cpu-int8,5920,9391,63.03907997018422,61.4,64.8,30.7,0.281,0.978,0.164,False,0,0/5,0
nemotron-pii,en,pii,davlan-xlmr+cpu-int8,hf,cpu-int8,6160,9391,65.59471834735385,63.9,67.3,30.2,0.334,0.902,0.205,False,0,0/5,0
nemotron-pii,en,pii,rules-ru,rules,base,7630,9391,81.24800340751784,80.2,82.2,18.1,0.58,0.988,0.41,False,0,0/5,0
nemotron-pii,en,pii,gliner-pii-edge+cpu-int8,gliner,cpu-int8,7696,9391,81.95080396123949,81.1,82.9,16.5,0.222,0.878,0.127,False,0,0/5,0
nemotron-pii,en,pii,fef2-secret-ru,hf,base,7727,9391,82.2809072516239,81.2,83.4,14.9,0.322,0.965,0.193,False,0,0/5,0
nemotron-pii,en,pii,fef2-secret-ru+cpu-int8,hf,cpu-int8,7891,9391,84.02726014268981,83.0,85.0,11.9,0.276,0.971,0.161,False,0,0/5,0
nemotron-pii,en,pii,spacy-ru-lg,spacy,base,8341,9391,88.81908209988286,87.9,89.8,10.9,0.104,0.16,0.077,False,0,1/5,7
nemotron-pii,en,pii,natasha,natasha,base,8668,9391,92.30113938877649,91.5,93.2,7.3,0.077,0.545,0.041,False,0,0/5,0
nemotron-pii,en,pii,gliner-pii-base+cpu-int8,gliner,cpu-int8,9135,9391,97.27398573101907,96.9,97.6,2.7,0.038,0.988,0.02,False,0,0/5,0
nemotron-pii,en,pii,spacy-alrosait,spacy,base,9390,9391,99.98935150676179,100.0,100.0,0.0,0.0,1.0,0.0,False,0,0/5,0
nemotron-pii,en,pii,gliner-multi-v21+cpu-int8,gliner,cpu-int8,9391,9391,100.0,100.0,100.0,0.0,0.0,0.0,0.0,False,0,0/5,0
nemotron-pii,en,pii,gliner-nvidia+cpu-int8,gliner,cpu-int8,9391,9391,100.0,100.0,100.0,0.0,0.0,0.0,0.0,True,0,0/5,0
nemotron-pii,en,pii,gliner-urchade+cpu-int8,gliner,cpu-int8,9391,9391,100.0,100.0,100.0,0.0,0.0,0.0,0.0,False,0,0/5,0
nerel,ru,pii,nym-base+ov100,hf,ov100,1959,24369,8.038901883540564,7.4,8.8,81.5,0.728,0.627,0.867,False,0,0/0,0
nerel,ru,pii,nym-base,hf,base,2284,24369,9.372563502810948,8.6,10.2,79.0,0.73,0.639,0.851,False,0,0/0,0
nerel,ru,pii,bardsai-eu,onnx,base,2393,24369,9.81985309204317,9.3,10.3,85.5,0.825,0.797,0.855,False,0,0/0,0
nerel,ru,pii,stanza-ru,stanza,base,2542,24369,10.431285649800977,9.9,11.0,85.4,0.84,0.852,0.827,False,0,0/0,0
nerel,ru,pii,gliner2-fastino,gliner2,base,2554,24369,10.480528540358652,10.0,10.9,86.1,0.831,0.795,0.871,False,0,0/0,0
nerel,ru,pii,fef2-secret-ru,hf,base,2662,24369,10.923714555377734,10.3,11.5,83.1,0.892,0.968,0.827,False,0,0/0,0
nerel,ru,pii,davlan-xlmr,hf,base,2720,24369,11.161721859739833,10.6,11.8,84.1,0.897,0.975,0.83,False,0,0/0,0
nerel,ru,pii,davlan-mbert,hf,base,2739,24369,11.239689769789488,10.6,11.8,83.6,0.891,0.977,0.819,False,0,0/0,0
nerel,ru,pii,gliner2-fastino-ru,gliner2,base,2743,24369,11.256104066642045,10.7,11.8,84.9,0.817,0.778,0.86,False,0,0/0,0
nerel,ru,pii,nym-small,onnx,base,2810,24369,11.531043538922402,10.7,12.4,76.4,0.739,0.671,0.823,False,0,0/0,0
nerel,ru,pii,spacy-ru-lg,spacy,base,2858,24369,11.728015101153105,11.0,12.4,82.1,0.881,0.953,0.819,False,0,0/0,0
nerel,ru,pii,natasha,natasha,base,3099,24369,12.716976486519759,12.0,13.5,81.4,0.88,0.965,0.808,False,0,0/0,0
nerel,ru,pii,nym-base+sent300,hf,sent300,3109,24369,12.758012228651156,11.9,13.6,74.5,0.734,0.667,0.816,False,0,0/0,0
nerel,ru,pii,gliner25-fastino+sent300,gliner2,sent300,3979,24369,16.328121794082644,15.7,17.0,79.8,0.82,0.84,0.802,False,0,0/0,0
nerel,ru,pii,nuner-zero,gliner,base,5145,24369,21.112889326603472,20.3,21.8,73.6,0.826,0.902,0.762,False,0,0/0,0
nerel,ru,pii,gliner-urchade,gliner,base,5152,24369,21.141614346095448,20.5,21.8,75.4,0.797,0.84,0.758,False,0,0/0,0
nerel,ru,pii,gliner25-fastino,gliner2,base,5436,24369,22.307029422627107,21.6,23.0,74.1,0.817,0.895,0.752,False,0,0/0,0
nerel,ru,pii,gliner-nvidia+sent300,gliner,sent300,5519,24369,22.6476260823177,22.0,23.4,66.1,0.752,0.848,0.676,False,0,0/0,0
nerel,ru,pii,gliner25-fastino+ov100,gliner2,ov100,5609,24369,23.016947761500266,22.3,23.8,73.3,0.813,0.899,0.743,False,0,0/0,0
nerel,ru,pii,gliner25-fastino-ru,gliner2,base,5612,24369,23.029258484139685,22.3,23.8,73.3,0.812,0.889,0.748,False,0,0/0,0
nerel,ru,pii,gliner-multi-v21,gliner,base,5737,24369,23.54220526078214,22.8,24.2,72.3,0.801,0.887,0.731,False,0,0/0,0
nerel,ru,pii,ner-ru-yqelz,hf,base,6321,24369,25.938692601255692,25.2,26.7,69.3,0.771,0.803,0.741,False,0,0/0,0
nerel,ru,pii,gliner-pii-edge,gliner,base,6387,24369,26.20952849932291,25.4,27.0,65.0,0.696,0.817,0.607,False,0,0/0,0
nerel,ru,pii,gliner-multi-v21-ru,gliner,base,6635,24369,27.227214904181544,26.4,28.0,68.3,0.781,0.905,0.686,False,0,0/0,0
nerel,ru,pii,ner-ru-gherman,hf,base,6765,24369,27.760679551889694,26.7,28.9,39.9,0.715,0.99,0.56,False,0,0/0,0
nerel,ru,pii,gliner2-hivetrace-omni,gliner2,base,7043,24369,28.901473183142517,28.1,29.7,67.0,0.772,0.884,0.684,False,0,0/0,0
nerel,ru,pii,gliner2-large,gliner2,base,7197,24369,29.533423611966022,28.7,30.4,66.5,0.719,0.761,0.681,False,0,0/0,0
nerel,ru,pii,gliner2-hivetrace-omni-ru,gliner2,base,7775,24369,31.905289507160738,31.1,32.7,64.1,0.73,0.832,0.65,False,0,0/0,0
nerel,ru,pii,gliner-nvidia,gliner,base,7985,24369,32.76704009192006,31.9,33.6,56.8,0.717,0.934,0.581,False,0,0/0,0
nerel,ru,pii,gliner-pii-base,gliner,base,8271,24369,33.940662316878,33.1,34.9,60.9,0.7,0.862,0.59,False,0,0/0,0
nerel,ru,pii,gliner-nvidia+ov100,gliner,ov100,8432,24369,34.601337765193485,33.8,35.4,55.2,0.704,0.939,0.563,False,0,0/0,0
nerel,ru,pii,gliner25-fastino+nochunk,gliner2,nochunk,8625,24369,35.393327588329434,34.0,37.1,61.0,0.764,0.936,0.645,False,0,0/0,0
nerel,ru,pii,gliner25-fastino-ru+nochunk,gliner2,nochunk,8698,24369,35.69288850588863,34.2,37.4,60.7,0.758,0.921,0.643,False,0,0/0,0
nerel,ru,pii,ru-legal-ner+sent300,hf,sent300,9130,24369,37.46563256596495,36.3,38.7,55.4,0.604,0.608,0.6,False,0,0/0,0
nerel,ru,pii,gliner-nvidia-ru,gliner,base,9370,24369,38.45049037711847,37.6,39.4,51.7,0.661,0.963,0.503,False,0,0/0,0
nerel,ru,pii,ru-legal-ner,hf,base,10437,24369,42.82900406253847,41.7,44.0,50.3,0.588,0.628,0.553,False,0,0/0,0
nerel,ru,pii,ru-legal-ner+ov100,hf,ov100,10675,24369,43.805654725265704,42.6,45.1,49.4,0.581,0.626,0.543,False,0,0/0,0
nerel,ru,pii,gliner-stream-pii,gliner,base,10853,24369,44.53609093520456,43.6,45.5,49.3,0.638,0.915,0.49,False,0,0/0,0
nerel,ru,pii,spacy-alrosait,spacy,base,11833,24369,48.557593664081416,47.4,49.7,44.9,0.62,0.954,0.459,False,0,0/0,0
nerel,ru,pii,kalyan-ettin,hf,base,12048,24369,49.43986211990644,48.4,50.4,29.6,0.543,0.832,0.403,False,0,0/0,0
nerel,ru,pii,gliner2-hivetrace-uni,gliner2,base,12237,24369,50.215437646189834,49.3,51.2,45.7,0.597,0.933,0.439,False,0,0/0,0
nerel,ru,pii,mmbert32k,hf,base,12467,24369,51.15925971521195,50.0,52.4,34.1,0.542,0.812,0.407,False,0,0/0,0
nerel,ru,pii,gliner-urchade-ru,gliner,base,13036,24369,53.49419344248841,52.4,54.7,43.4,0.527,0.775,0.399,False,0,0/0,0
nerel,ru,pii,openmed-nemotron,hf,base,13198,24369,54.15897246501703,53.1,55.3,25.0,0.468,0.589,0.388,False,0,0/0,0
nerel,ru,pii,pii-shield-onnx,onnx,base,14749,24369,60.52361606959662,59.4,61.7,31.0,0.485,0.748,0.359,False,0,0/0,0
nerel,ru,pii,opf-ru,opf,base,15177,24369,62.27994583282039,61.2,63.3,29.6,0.495,0.853,0.349,False,0,0/0,0
nerel,ru,pii,gliner2-vladlinv-ru,gliner2,base,15224,24369,62.47281382083795,61.3,63.6,36.0,0.547,0.969,0.381,False,0,0/0,0
nerel,ru,pii,gliner2-vladlinv,gliner2,base,15259,24369,62.61643891829784,61.4,63.8,36.0,0.548,0.982,0.38,False,0,0/0,0
nerel,ru,pii,openmed-multilingual,hf,base,15652,24369,64.22914358406172,63.3,65.1,18.9,0.417,0.712,0.295,False,0,0/0,0
nerel,ru,pii,mmbert32k+nochunk,hf,nochunk,15985,24369,65.59563379703722,64.4,66.8,17.7,0.393,0.753,0.266,False,0,0/0,0
nerel,ru,pii,ru-pii-ner,rupii,base,16208,24369,66.51073084656736,65.3,67.7,32.8,0.495,0.814,0.356,False,0,0/0,0
nerel,ru,pii,traciora,opf,base,17236,24369,70.72920513767491,69.6,71.9,24.7,0.434,0.784,0.3,False,0,0/0,0
nerel,ru,pii,pplx+sent300,pplx,sent300,17287,24369,70.93848742254504,69.9,72.1,27.7,0.441,0.836,0.299,False,0,0/0,0
nerel,ru,pii,opf-ru-v2+sent300,opf,sent300,18777,24369,77.05281300012311,76.2,77.9,20.1,0.387,0.874,0.248,False,0,0/0,0
nerel,ru,pii,apararti,opf,base,18792,24369,77.1143666133202,76.1,78.1,19.5,0.354,0.652,0.243,False,0,0/0,0
nerel,ru,pii,opf-ru-v2+ov100,opf,ov100,19643,24369,80.60650826870204,79.7,81.5,16.8,0.345,0.888,0.214,False,0,0/0,0
nerel,ru,pii,opf-ru-v2,opf,base,19675,24369,80.7378226435225,79.8,81.6,16.7,0.343,0.897,0.212,False,0,0/0,0
nerel,ru,pii,gliner2-hivetrace-uni-ru,gliner2,base,19827,24369,81.36156592391973,80.6,82.1,17.7,0.3,0.934,0.179,False,0,0/0,0
nerel,ru,pii,pplx+ov100,pplx,ov100,20552,24369,84.33665722844597,83.3,85.3,15.3,0.283,0.846,0.17,False,0,0/0,0
nerel,ru,pii,pplx,pplx,base,21282,24369,87.33226640403792,86.3,88.3,12.4,0.241,0.837,0.141,False,0,0/0,0
nerel,ru,pii,opf-kz-ru,opf,base,21493,24369,88.19812056301038,87.6,88.8,9.4,0.219,0.67,0.131,False,0,0/0,0
nerel,ru,pii,openai-base,opf,base,22006,24369,90.30325413435102,89.5,91.1,8.9,0.199,0.834,0.113,False,0,0/0,0
nerel,ru,pii,gravitee-small,hf,base,23450,24369,96.22881529812467,95.8,96.6,2.8,0.067,0.4,0.036,False,0,0/0,0
nerel,ru,pii,rules-ru,rules,base,24333,24369,99.85227132832698,99.8,99.9,0.1,0.004,0.162,0.002,False,0,0/0,0
nym-en,en,pii,nym-base,hf,base,0,3584,0.0,0.0,0.0,100.0,1.0,0.999,1.0,True,0,0/149,0
nym-en,en,pii,nym-small,onnx,base,0,3584,0.0,0.0,0.0,99.9,0.999,0.999,1.0,True,0,0/149,0
nym-en,en,pii,pplx,pplx,base,138,3584,3.8504464285714284,3.2,4.5,94.9,0.927,0.903,0.952,False,0,37/149,218
nym-en,en,pii,openmed-multilingual,hf,base,147,3584,4.1015625,3.5,4.8,91.3,0.925,0.905,0.946,False,0,70/149,532
nym-en,en,pii,mmbert32k,hf,base,308,3584,8.59375,7.6,9.7,77.6,0.885,0.89,0.88,False,0,50/149,408
nym-en,en,pii,gliner-nvidia,gliner,base,404,3584,11.272321428571429,10.1,12.5,86.2,0.892,0.908,0.876,False,0,80/149,1006
nym-en,en,pii,kalyan-ettin,hf,base,450,3584,12.555803571428571,11.3,13.9,76.9,0.857,0.895,0.822,False,0,24/149,205
nym-en,en,pii,openmed-nemotron,hf,base,487,3584,13.588169642857142,12.4,14.9,77.3,0.844,0.864,0.825,False,0,35/149,231
nym-en,en,pii,gravitee-small,hf,base,493,3584,13.755580357142858,12.6,15.0,84.8,0.862,0.854,0.869,False,0,34/149,385
nym-en,en,pii,apararti,opf,base,524,3584,14.620535714285714,13.2,16.1,82.1,0.869,0.887,0.851,False,0,35/149,250
nym-en,en,pii,opf-kz-ru,opf,base,533,3584,14.871651785714286,13.4,16.4,81.6,0.857,0.873,0.842,False,0,33/149,285
nym-en,en,pii,gliner2-fastino,gliner2,base,560,3584,15.625,14.4,17.0,81.9,0.876,0.913,0.842,False,0,18/149,170
nym-en,en,pii,bardsai-eu,onnx,base,608,3584,16.964285714285715,15.7,18.3,73.5,0.814,0.832,0.796,False,0,7/149,40
nym-en,en,pii,openai-base,opf,base,653,3584,18.219866071428573,16.5,20.0,78.4,0.855,0.899,0.814,False,0,28/149,194
nym-en,en,pii,ru-pii-ner,rupii,base,755,3584,21.065848214285715,19.4,22.7,77.0,0.831,0.905,0.768,False,0,34/149,187
nym-en,en,pii,gliner2-hivetrace-omni,gliner2,base,765,3584,21.344866071428573,19.8,22.8,75.8,0.849,0.927,0.782,False,0,7/149,51
nym-en,en,pii,opf-ru,opf,base,809,3584,22.572544642857142,21.1,24.1,65.7,0.811,0.906,0.733,False,0,51/149,451
nym-en,en,pii,gliner-stream-pii,gliner,base,925,3584,25.809151785714285,24.2,27.5,69.1,0.79,0.907,0.701,False,0,118/149,807
nym-en,en,pii,nuner-zero,gliner,base,1043,3584,29.1015625,27.4,30.9,68.6,0.811,0.866,0.762,False,0,33/149,351
nym-en,en,pii,gliner2-large,gliner2,base,1059,3584,29.547991071428573,28.0,31.3,67.0,0.776,0.878,0.695,False,0,7/149,55
nym-en,en,pii,gliner-pii-edge,gliner,base,1150,3584,32.08705357142857,30.5,33.7,66.0,0.764,0.839,0.702,False,0,79/149,963
nym-en,en,pii,gliner2-hivetrace-uni,gliner2,base,1304,3584,36.38392857142857,34.9,38.1,61.4,0.784,0.918,0.684,False,0,45/149,448
nym-en,en,pii,opf-ru-v2,opf,base,1320,3584,36.830357142857146,35.0,38.6,56.6,0.747,0.924,0.627,False,0,4/149,31
nym-en,en,pii,gliner2-vladlinv,gliner2,base,1391,3584,38.81138392857143,36.6,40.9,60.2,0.731,0.948,0.594,False,0,18/149,115
nym-en,en,pii,traciora,opf,base,1465,3584,40.87611607142857,38.7,43.0,52.0,0.715,0.907,0.589,False,0,12/149,136
nym-en,en,pii,pii-shield-onnx,onnx,base,1718,3584,47.935267857142854,46.0,49.8,39.2,0.629,0.784,0.525,False,0,17/149,273
nym-en,en,pii,gliner25-fastino,gliner2,base,1739,3584,48.521205357142854,46.3,50.5,49.3,0.68,0.957,0.528,False,0,6/149,64
nym-en,en,pii,stanza-ru,stanza,base,1742,3584,48.604910714285715,47.0,50.3,43.8,0.358,0.312,0.42,False,0,97/149,954
nym-en,en,pii,gliner-pii-base,gliner,base,1770,3584,49.386160714285715,47.7,51.1,50.4,0.69,0.912,0.555,False,0,26/149,234
nym-en,en,pii,ru-legal-ner,hf,base,1799,3584,50.1953125,48.2,52.3,33.4,0.63,0.826,0.51,False,0,47/149,634
nym-en,en,pii,gliner-urchade,gliner,base,1862,3584,51.953125,49.9,53.9,47.6,0.682,0.892,0.552,False,0,22/149,272
nym-en,en,pii,davlan-xlmr,hf,base,2061,3584,57.505580357142854,56.1,59.0,37.9,0.473,0.775,0.34,False,0,3/149,16
nym-en,en,pii,ner-ru-yqelz,hf,base,2070,3584,57.75669642857143,56.4,59.4,38.5,0.458,0.681,0.346,False,0,44/149,486
nym-en,en,pii,davlan-mbert,hf,base,2114,3584,58.984375,57.5,60.4,35.6,0.457,0.766,0.326,False,0,9/149,54
nym-en,en,pii,gliner-multi-v21,gliner,base,2140,3584,59.70982142857143,57.8,61.7,38.1,0.479,0.868,0.331,False,0,3/149,26
nym-en,en,pii,ner-ru-gherman,hf,base,2255,3584,62.918526785714285,61.5,64.4,29.2,0.396,0.93,0.251,False,0,2/149,14
nym-en,en,pii,fef2-secret-ru,hf,base,3149,3584,87.86272321428571,86.6,89.1,11.1,0.271,0.868,0.16,False,0,5/149,72
nym-en,en,pii,spacy-ru-lg,spacy,base,3190,3584,89.00669642857143,87.6,90.3,9.9,0.148,0.36,0.093,False,0,25/149,914
nym-en,en,pii,rules-ru,rules,base,3201,3584,89.31361607142857,88.3,90.3,10.4,0.302,0.945,0.18,False,0,0/149,0
nym-en,en,pii,natasha,natasha,base,3215,3584,89.70424107142857,88.4,91.0,9.3,0.137,0.678,0.076,False,0,2/149,18
nym-en,en,pii,spacy-alrosait,spacy,base,3584,3584,100.0,100.0,100.0,0.0,0.0,0.0,0.0,False,0,0/149,0
nym-multi,multi,pii,nym-small,onnx,base,2,8169,0.02448280083241523,0.0,0.1,99.9,0.999,0.999,1.0,True,0,0/7,0
nym-multi,multi,pii,nym-base,hf,base,2,8169,0.02448280083241523,0.0,0.1,100.0,0.999,0.999,1.0,True,0,0/7,0
nym-multi,multi,pii,pplx,pplx,base,227,8169,2.7787978944791285,2.4,3.2,96.2,0.933,0.904,0.964,False,0,5/7,29
nym-multi,multi,pii,mmbert32k,hf,base,571,8169,6.989839637654548,6.4,7.6,79.1,0.857,0.82,0.896,False,0,5/7,31
nym-multi,multi,pii,pii-shield-onnx,onnx,base,1060,8169,12.975884441180071,11.8,14.1,79.2,0.455,0.308,0.875,False,0,1/7,10
nym-multi,multi,pii,openmed-multilingual,hf,base,1243,8169,15.216060717346064,14.4,16.1,77.4,0.869,0.922,0.821,False,0,7/7,37
nym-multi,multi,pii,bardsai-eu,onnx,base,1272,8169,15.571061329416086,14.7,16.4,76.8,0.864,0.903,0.828,False,0,1/7,5
nym-multi,multi,pii,apararti,opf,base,1606,8169,19.65968906842943,18.6,20.7,76.0,0.859,0.878,0.841,False,0,3/7,21
nym-multi,multi,pii,opf-ru,opf,base,1633,8169,19.990206879667035,19.0,20.9,68.1,0.816,0.85,0.785,False,0,4/7,28
nym-multi,multi,pii,gliner-nvidia,gliner,base,1670,8169,20.443138695066715,19.2,21.9,77.5,0.831,0.902,0.771,False,0,5/7,43
nym-multi,multi,pii,opf-kz-ru,opf,base,1737,8169,21.263312522952624,20.2,22.4,74.2,0.83,0.841,0.82,False,0,2/7,17
nym-multi,multi,pii,gliner2-fastino,gliner2,base,2007,8169,24.568490635328683,23.3,26.0,73.1,0.826,0.949,0.731,False,2,1/7,6
nym-multi,multi,pii,openai-base,opf,base,2052,8169,25.119353654058024,23.6,26.6,70.9,0.823,0.862,0.787,False,0,2/7,17
nym-multi,multi,pii,ru-legal-ner,hf,base,2134,8169,26.12314848818705,24.9,27.2,58.0,0.461,0.335,0.735,False,0,3/7,68
nym-multi,multi,pii,gliner2-hivetrace-omni,gliner2,base,2178,8169,26.661770106500185,25.3,28.2,70.2,0.805,0.948,0.699,False,0,0/7,0
nym-multi,multi,pii,openmed-nemotron,hf,base,2316,8169,28.351083363936834,27.2,29.6,61.0,0.686,0.668,0.704,False,0,3/7,22
nym-multi,multi,pii,kalyan-ettin,hf,base,2421,8169,29.636430407638635,28.4,31.0,59.5,0.772,0.874,0.692,False,0,2/7,14
nym-multi,multi,pii,gravitee-small,hf,base,2726,8169,33.37005753458195,32.0,34.7,62.2,0.604,0.548,0.673,False,0,2/7,22
nym-multi,multi,pii,nuner-zero,gliner,base,2980,8169,36.47937324029869,35.1,37.9,59.3,0.734,0.835,0.656,False,0,2/7,23
nym-multi,multi,pii,gliner-pii-edge,gliner,base,3003,8169,36.760925449871465,35.5,38.2,60.3,0.714,0.806,0.64,False,0,5/7,74
nym-multi,multi,pii,ru-pii-ner,rupii,base,3078,8169,37.67903048108704,36.1,39.4,60.3,0.751,0.906,0.642,False,0,4/7,19
nym-multi,multi,pii,opf-ru-v2,opf,base,3208,8169,39.270412535194026,38.1,40.6,52.6,0.736,0.905,0.621,False,0,0/7,0
nym-multi,multi,pii,traciora,opf,base,3449,8169,42.22059003550006,40.8,43.8,49.3,0.692,0.833,0.592,False,0,0/7,0
